"","FishID","Species","temp_bin","rate","rate_final","rep","mass","vol","trial","Method","lograte"
"34","Masu1","Masu",20,-0.000743581550430671,4.73188259364972,39,3.3,350,1,"Intermittent",1.55432313466077
"35","Masu1","Masu",20,-0.00124751319811056,7.93872035161268,40,3.3,350,1,"Intermittent",2.07175209748631
"36","Masu1","Masu",20,-0.00142441650458459,9.06446866553832,42,3.3,350,1,"Intermittent",2.20436222864873
"37","Masu1","Masu",20,-0.000806223951097522,5.13051605243878,43,3.3,350,1,"Intermittent",1.63520624914064
"38","Masu1","Masu",20,-0.000537906362878584,3.42304049104553,44,3.3,350,1,"Intermittent",1.23052918858867
"39","Masu1","Masu",20,-0.00177982078355098,11.3261322589608,45,3.3,350,1,"Intermittent",2.42711264508774
"40","Masu1","Masu",20,-0.000756376771325365,4.81330672661596,46,3.3,350,1,"Intermittent",1.57138431706993
"41","Masu1","Masu",20,-0.000671179494303974,4.27114223647984,47,3.3,350,1,"Intermittent",1.45188129415655
"42","Masu1","Masu",20,-0.000779924979160872,4.96315895829646,48,3.3,350,1,"Intermittent",1.60204242476386
"43","Masu1","Masu",20,-0.000725090302861903,4.61421101821211,49,3.3,350,1,"Intermittent",1.5291408930387
"44","Masu1","Masu",17,-0.000480244512364538,3.05610144231979,53,3.3,350,1,"Intermittent",1.11714006522972
"45","Masu1","Masu",17,-0.00116064879133092,7.38594685392407,54,3.3,350,1,"Intermittent",1.99957912088919
"46","Masu1","Masu",18,-0.00057061683801055,3.63119806006714,55,3.3,350,1,"Intermittent",1.28956263791982
"47","Masu1","Masu",18,-0.000966289247013058,6.1491133900831,56,3.3,350,1,"Intermittent",1.81630790721164
"48","Masu1","Masu",18,-0.000488760766879691,3.1102957892344,57,3.3,350,1,"Intermittent",1.13471783074715
"49","Masu1","Masu",19,-0.0014341414281745,9.12635454292866,59,3.3,350,1,"Intermittent",2.21116633151265
"50","Masu1","Masu",19,-0.000961656015559877,6.11962918992649,60,3.3,350,1,"Intermittent",1.8115015048073
"51","Masu1","Masu",19,-0.00106251736593498,6.76147414685896,61,3.3,350,1,"Intermittent",1.91124093534325
"52","Masu1","Masu",20,-0.000567289524867999,3.61002424915999,62,3.3,350,1,"Intermittent",1.28371448954106
"53","Masu1","Masu",20,-0.000598395387607671,3.80797064841245,63,3.3,350,1,"Intermittent",1.33709640902453
"54","Masu2","Masu",20,-0.000846693525979439,3.17510072242289,1,5.6,350,2,"Intermittent",1.15533935543923
"55","Masu2","Masu",19,-0.000671457349263685,2.51796505973882,2,5.6,350,2,"Intermittent",0.923451059330018
"56","Masu2","Masu",18,-0.000607911919977767,2.27966969991663,3,5.6,350,2,"Intermittent",0.824030564014281
"57","Masu2","Masu",18,-0.000615302861906069,2.30738573214776,4,5.6,350,2,"Intermittent",0.836115165972717
"58","Masu2","Masu",18,-0.000755154209502635,2.83182828563488,5,5.6,350,2,"Intermittent",1.04092254038968
"59","Masu2","Masu",19,-0.00078523200889136,2.9446200333426,6,5.6,350,2,"Intermittent",1.07997978784333
"60","Masu2","Masu",19,-0.000742150597388161,2.7830647402056,7,5.6,350,2,"Intermittent",1.02355274501325
"61","Masu2","Masu",20,-0.000810412614615166,3.03904730480687,8,5.6,350,2,"Intermittent",1.11154407972561
"62","Masu2","Masu",20,-0.000805675187552098,3.02128195332037,9,5.6,350,2,"Intermittent",1.10568122917172
"63","Masu2","Masu",21,-0.00112822311753265,4.23083669074744,10,5.6,350,2,"Intermittent",1.44239977272957
"64","Masu2","Masu",21,-0.000982571547652117,3.68464330369544,11,5.6,350,2,"Intermittent",1.30417372412998
"65","Masu2","Masu",22,-0.000958175882189495,3.59315955821061,12,5.6,350,2,"Intermittent",1.27903191521957
"66","Masu2","Masu",20,-0.000739247013059189,2.77217629897196,14,5.6,350,2,"Intermittent",1.019632679223
"67","Masu2","Masu",20,-0.000799388719088626,2.99770769658235,15,5.6,350,2,"Intermittent",1.09784789545482
"68","Masu2","Masu",20,-0.000770179216448994,2.88817206168373,16,5.6,350,2,"Intermittent",1.06062379740121
"69","Masu2","Masu",21,-0.000852382606279522,3.19643477354821,17,5.6,350,2,"Intermittent",1.16203605543165
"70","Masu2","Masu",21,-0.000934954153931651,3.50607807724369,18,5.6,350,2,"Intermittent",1.25449805585852
"71","Masu2","Masu",21,-0.000856654626285071,3.21245484856902,19,5.6,350,2,"Intermittent",1.16703539520242
"72","Masu2","Masu",21,-0.000898013337038065,3.36755001389274,20,5.6,350,2,"Intermittent",1.21418548112758
"73","Masu2","Masu",22,-0.000981578216171151,3.68091831064182,21,5.6,350,2,"Intermittent",1.30316226198596
"74","Masu2","Masu",22,-0.000968748263406501,3.63280598777438,22,5.6,350,2,"Intermittent",1.29000534905349
"75","Masu2","Masu",22,-0.00109092108919144,4.09095408446789,23,5.6,350,2,"Intermittent",1.40877821533695
"76","Masu2","Masu",22,-0.00102713253681577,3.85174701305912,24,5.6,350,2,"Intermittent",1.34852681500314
"77","Masu2","Masu",23,-0.00118084190052792,4.42815712697972,25,5.6,350,2,"Intermittent",1.48798349908125
"78","Masu2","Masu",23,-0.00106103084190052,3.97886565712695,26,5.6,350,2,"Intermittent",1.38099676790093
"79","Masu2","Masu",23,-0.00111624062239511,4.18590233398165,27,5.6,350,2,"Intermittent",1.43172229216578
"80","Masu2","Masu",23,-0.00116272575715476,4.36022158933035,28,5.6,350,2,"Intermittent",1.47252287931039
"81","Masu2","Masu",23,-0.00119427618782995,4.47853570436231,29,5.6,350,2,"Intermittent",1.49929614129439
"82","Masu2","Masu",23,-0.00117380522367324,4.40176958877464,30,5.6,350,2,"Intermittent",1.48200663933877
"83","Masu2","Masu",23,-0.00113365518199499,4.25120693248123,31,5.6,350,2,"Intermittent",1.4472029267337
"84","Masu2","Masu",23,-0.00124448457904973,4.6668171714365,32,5.6,350,2,"Intermittent",1.5404772914492
"85","Masu2","Masu",23,-0.00114526951931091,4.29476069741593,33,5.6,350,2,"Intermittent",1.45739583733357
"86","Masu2","Masu",23,-0.00119831897749375,4.49369616560156,34,5.6,350,2,"Intermittent",1.50267556257714
"87","Masu2","Masu",24,-0.0011816337871631,4.43112670186163,35,5.6,350,2,"Intermittent",1.48865388622552
"88","Masu2","Masu",24,-0.00115331342039455,4.32492532647957,36,5.6,350,2,"Intermittent",1.46439487468093
"89","Masu2","Masu",24,-0.00110412614615171,4.14047304806891,37,5.6,350,2,"Intermittent",1.4208100441283
"90","Masu2","Masu",24,-0.00115189636010003,4.3196113503751,38,5.6,350,2,"Intermittent",1.46316543301796
"91","Masu2","Masu",24,-0.001319234509586,4.9471294109475,39,5.6,350,2,"Intermittent",1.59880749138341
"92","Masu2","Masu",24,-0.00116332314531815,4.36246179494305,40,5.6,350,2,"Intermittent",1.47303652988402
"93","Masu2","Masu",24,-0.0011823978883023,4.43399208113363,41,5.6,350,2,"Intermittent",1.48930032525063
"94","Masu2","Masu",24,-0.00126888719088635,4.75832696582383,42,5.6,350,2,"Intermittent",1.55989612869244
"95","Masu2","Masu",24,-0.00118423173103639,4.44086899138646,43,5.6,350,2,"Intermittent",1.49085007607445
"96","Masu2","Masu",21,-0.000693164767991096,2.59936787996661,44,5.6,350,2,"Intermittent",0.955268292378461
"97","Masu2","Masu",19,-0.000612982772992494,2.29868539872185,45,5.6,350,2,"Intermittent",0.832337393756012
"98","Masu2","Masu",19,-0.000682772992497909,2.56039872186716,46,5.6,350,2,"Intermittent",0.940162997092945
"99","Masu2","Masu",20,-0.000743387051958865,2.78770144484574,47,5.6,350,2,"Intermittent",1.02521740138432
"100","Masu2","Masu",20,-0.000696436510141704,2.61163691303139,48,5.6,350,2,"Intermittent",0.959977194489678
"101","Masu2","Masu",20,-0.000831293414837455,3.11735030564046,49,5.6,350,2,"Intermittent",1.13698337998228
"102","Masu2","Masu",21,-0.000745297304806895,2.79486489302586,50,5.6,350,2,"Intermittent",1.02778376662864
"103","Masu2","Masu",21,-0.000790532092247837,2.96449534592939,51,5.6,350,2,"Intermittent",1.08670681422962
"104","Masu2","Masu",21,-0.000843956654626279,3.16483745484855,52,5.6,350,2,"Intermittent",1.15210169719945
"105","Masu2","Masu",22,-0.000949402611836611,3.56025979438729,53,5.6,350,2,"Intermittent",1.26983351815281
"106","Masu2","Masu",22,-0.000988496804667956,3.70686301750484,54,5.6,350,2,"Intermittent",1.31018597109977
"107","Masu2","Masu",20,-0.00054927757710475,2.05979091414281,55,5.6,350,2,"Intermittent",0.722604479661295
"108","Masu2","Masu",19,-0.000635072242289527,2.38152090858573,56,5.6,350,2,"Intermittent",0.867739320806938
"109","Masu2","Masu",17,-0.000545464017782722,2.04549006668521,64,5.6,350,2,"Intermittent",0.715637402196208
"110","Masu2","Masu",17,-0.000648138371769936,2.43051889413726,65,5.6,350,2,"Intermittent",0.888104771238744
"111","Masu2","Masu",18,-0.000509183106418452,1.9094366490692,66,5.6,350,2,"Intermittent",0.646808250421472
"112","Masu2","Masu",18,-0.000568143928869125,2.13053973325922,67,5.6,350,2,"Intermittent",0.756375343518362
"113","Masu2","Masu",18,-0.000561273964990277,2.10477736871354,68,5.6,350,2,"Intermittent",0.744209698459582
"114","Masu2","Masu",19,-0.000594144206724091,2.22804077521534,69,5.6,350,2,"Intermittent",0.801122623161189
"115","Masu2","Masu",19,-0.000639267852181164,2.39725444567936,70,5.6,350,2,"Intermittent",0.874324101541274
"116","Masu2","Masu",19,-0.000637392331203104,2.39022124201164,71,5.6,350,2,"Intermittent",0.871385931538439
"117","Masu2","Masu",20,-0.000654334537371492,2.45375451514309,72,5.6,350,2,"Intermittent",0.897619306705911
"118","Masu2","Masu",20,-0.000718539872186712,2.69452452070017,73,5.6,350,2,"Intermittent",0.991221758628415
"119","Masu2","Masu",20,-0.000719081689358145,2.69655633509305,74,5.6,350,2,"Intermittent",0.991975527508321
"120","Masu2","Masu",21,-0.00097807724367879,3.66778966379546,75,5.6,350,2,"Intermittent",1.2995892091828
"121","Masu2","Masu",21,-0.000732001944984717,2.74500729369269,76,5.6,350,2,"Intermittent",1.00978373204091
"122","Masu2","Masu",21,-0.000780536260072246,2.92701097527092,77,5.6,350,2,"Intermittent",1.07398175736822
"123","Masu2","Masu",21,-0.00086091969991664,3.2284488746874,78,5.6,350,2,"Intermittent",1.17200179733484
"124","Masu2","Masu",21,-0.00106167685468185,3.98128820505693,79,5.6,350,2,"Intermittent",1.38160543653893
"125","Masu2","Masu",22,-0.00090977354820783,3.41165080577936,80,5.6,350,2,"Intermittent",1.22719628141998
"126","Masu2","Masu",22,-0.000874096971380934,3.2778636426785,81,5.6,350,2,"Intermittent",1.18719188173785
"127","Masu2","Masu",22,-0.000871714365101418,3.26892886913032,82,5.6,350,2,"Intermittent",1.18446236829161
"128","Masu2","Masu",22,-0.000915087524312301,3.43157821617113,83,5.6,350,2,"Intermittent",1.23302027668718
"129","Masu2","Masu",22,-0.00110973881633787,4.16152056126701,84,5.6,350,2,"Intermittent",1.42588052702252
"130","Masu2","Masu",22,-0.000920978049458181,3.45366768546818,85,5.6,350,2,"Intermittent",1.23943676359273
"131","Masu2","Masu",22,-0.00110689080300083,4.15084051125313,86,5.6,350,2,"Intermittent",1.42331084656768
"132","Masu2","Masu",23,-0.00117349958321755,4.40062343706581,87,5.6,350,2,"Intermittent",1.48174622112933
"133","Masu2","Masu",23,-0.000943366212836887,3.53762329813833,88,5.6,350,2,"Intermittent",1.26345511695936
"134","Masu2","Masu",23,-0.000950777993887189,3.56541747707696,89,5.6,350,2,"Intermittent",1.27128115137949
"135","Masu2","Masu",23,-0.00102902195054182,3.85883231453181,90,5.6,350,2,"Intermittent",1.35036462852295
"136","Masu2","Masu",23,-0.00102649347040845,3.84935051403169,91,5.6,350,2,"Intermittent",1.34790443641454
"137","Masu2","Masu",23,-0.00106213531536537,3.98300743262016,92,5.6,350,2,"Intermittent",1.38203717028367
"138","Masu2","Masu",23,-0.00100195887746596,3.75734579049733,93,5.6,350,2,"Intermittent",1.32371280134967
"139","Masu2","Masu",24,-0.00106177410391775,3.98165288969156,94,5.6,350,2,"Intermittent",1.3816970320011
"140","Masu3","Masu",19,-0.000437288135593198,3.67322033898287,6,2.5,350,2,"Intermittent",1.30106875387107
"141","Masu3","Masu",19,-0.000431057238121691,3.6208808002222,7,2.5,350,2,"Intermittent",1.2867173112199
"142","Masu3","Masu",20,-0.000592199222006105,4.97447346485128,8,2.5,350,2,"Intermittent",1.60431952879871
"143","Masu3","Masu",20,-0.000619283134203952,5.2019783273132,9,2.5,350,2,"Intermittent",1.64903900079579
"144","Masu3","Masu",21,-0.000548027229786044,4.60342873020277,10,2.5,350,2,"Intermittent",1.52680140197126
"145","Masu3","Masu",21,-0.000529549874965256,4.44821894970815,11,2.5,350,2,"Intermittent",1.49250378004169
"146","Masu3","Masu",22,-0.000533189774937473,4.47879410947477,12,2.5,350,2,"Intermittent",1.49935383820137
"147","Masu3","Masu",20,-0.000352465962767438,2.96071408724648,14,2.5,350,2,"Intermittent",1.08543048493228
"148","Masu3","Masu",20,-0.000394547096415658,3.31419560989152,15,2.5,350,2,"Intermittent",1.19821494257673
"149","Masu3","Masu",20,-0.000449895804390118,3.77912475687699,16,2.5,350,2,"Intermittent",1.32949243702089
"150","Masu3","Masu",21,-0.00048955959988887,4.11230063906651,17,2.5,350,2,"Intermittent",1.41398263809372
"151","Masu3","Masu",21,-0.000452743817727147,3.80304806890804,18,2.5,350,2,"Intermittent",1.33580286860015
"152","Masu3","Masu",21,-0.000478375937760484,4.01835787718806,19,2.5,350,2,"Intermittent",1.3908733309152
"153","Masu3","Masu",21,-0.000529466518477347,4.44751875520971,20,2.5,350,2,"Intermittent",1.49234635757194
"154","Masu3","Masu",22,-0.00049318560711307,4.14275909974979,21,2.5,350,2,"Intermittent",1.42136201507349
"155","Masu3","Masu",22,-0.000536148930258407,4.50365101417062,22,2.5,350,2,"Intermittent",1.50488840430311
"156","Masu3","Masu",22,-0.000514267852181156,4.31984995832171,23,2.5,350,2,"Intermittent",1.46322066978288
"157","Masu3","Masu",22,-0.000535864128924701,4.50125868296748,24,2.5,350,2,"Intermittent",1.50435706499158
"158","Masu3","Masu",23,-0.00055468185607113,4.65932759099749,25,2.5,350,2,"Intermittent",1.53887114394884
"159","Masu3","Masu",23,-0.000599659627674348,5.03714087246452,26,2.5,350,2,"Intermittent",1.61683863390559
"160","Masu3","Masu",23,-0.000553473186996393,4.6491747707697,27,2.5,350,2,"Intermittent",1.53668973519816
"161","Masu3","Masu",23,-0.000552848013337022,4.64392331203098,28,2.5,350,2,"Intermittent",1.53555955035541
"162","Masu3","Masu",23,-0.000576625451514313,4.84365379272023,29,2.5,350,2,"Intermittent",1.57766935177418
"163","Masu3","Masu",23,-0.000540205612670185,4.53772714642955,30,2.5,350,2,"Intermittent",1.5124262581572
"164","Masu3","Masu",23,-0.000548110586273967,4.60412892470132,31,2.5,350,2,"Intermittent",1.52695349322632
"165","Masu3","Masu",23,-0.000572645179216444,4.81021950541813,32,2.5,350,2,"Intermittent",1.57074271829848
"166","Masu3","Masu",23,-0.000590407057515986,4.95941928313428,33,2.5,350,2,"Intermittent",1.60128865386919
"167","Masu3","Masu",23,-0.000583773270352875,4.90369547096415,34,2.5,350,2,"Intermittent",1.58998909861524
"168","Masu3","Masu",24,-0.000619963878855237,5.20769658238399,35,2.5,350,2,"Intermittent",1.65013764329819
"169","Masu3","Masu",24,-0.000593011947763274,4.9813003612115,36,2.5,350,2,"Intermittent",1.60569097366066
"170","Masu3","Masu",24,-0.000606390664073355,5.09368157821618,37,2.5,350,2,"Intermittent",1.62800086541938
"171","Masu3","Masu",24,-0.0005965407057516,5.01094192831344,38,2.5,350,2,"Intermittent",1.61162390706858
"172","Masu3","Masu",24,-0.000621464295637669,5.22030008335642,39,2.5,350,2,"Intermittent",1.65255488747525
"173","Masu3","Masu",24,-0.000610433453737152,5.12764101139207,40,2.5,350,2,"Intermittent",1.6346457115891
"174","Masu3","Masu",24,-0.000609092803556539,5.11637954987493,41,2.5,350,2,"Intermittent",1.63244706975969
"175","Masu3","Masu",24,-0.000565198666296185,4.74766879688795,42,2.5,350,2,"Intermittent",1.55765371797229
"176","Masu3","Masu",24,-0.000728243956654619,6.1172492358988,43,2.5,350,2,"Intermittent",1.81111252422338
"177","Masu3","Masu",20,-0.000382620172270087,3.21400944706873,48,2.5,350,2,"Intermittent",1.16751920666033
"178","Masu3","Masu",20,-0.000787024173381486,6.61100305640448,49,2.5,350,2,"Intermittent",1.88873539067239
"179","Masu3","Masu",21,-0.000655689080300086,5.50778827452072,50,2.5,350,2,"Intermittent",1.70616314049809
"180","Masu3","Masu",21,-0.000881724090025015,7.40648235621013,51,2.5,350,2,"Intermittent",2.00235561083368
"181","Masu3","Masu",21,-0.000453987218671851,3.81349263684355,52,2.5,350,2,"Intermittent",1.33854547180701
"182","Masu3","Masu",22,-0.000917671575437611,7.70844123367593,53,2.5,350,2,"Intermittent",2.04231599251469
"183","Masu3","Masu",22,-0.000474124756876894,3.98264795776591,54,2.5,350,2,"Intermittent",1.38194691409335
"184","Masu3","Masu",21,-0.000405195887746587,3.40364545707133,76,2.5,350,2,"Intermittent",1.22484705048973
"185","Masu3","Masu",21,-0.000404091414281736,3.39436787996658,77,2.5,350,2,"Intermittent",1.22211755220701
"186","Masu3","Masu",21,-0.000475048624617936,3.99040844679066,78,2.5,350,2,"Intermittent",1.38389359327927
"187","Masu3","Masu",21,-0.000431793553764941,3.62706585162551,79,2.5,350,2,"Intermittent",1.28842401608453
"188","Masu3","Masu",22,-0.000409155320922467,3.43690469574872,80,2.5,350,2,"Intermittent",1.23457126857685
"189","Masu3","Masu",22,-0.00044806890803001,3.76377882745208,81,2.5,350,2,"Intermittent",1.32542346002116
"190","Masu3","Masu",22,-0.000437100583495406,3.67164490136141,82,2.5,350,2,"Intermittent",1.3006397636598
"191","Masu3","Masu",22,-0.000456612948041117,3.83554876354539,83,2.5,350,2,"Intermittent",1.34431251807525
"192","Masu3","Masu",22,-0.000430883578771883,3.61942206168382,84,2.5,350,2,"Intermittent",1.28631436162347
"193","Masu3","Masu",22,-0.00046735898860794,3.9258155043067,85,2.5,350,2,"Intermittent",1.36757410145069
"194","Masu3","Masu",22,-0.000585412614615166,4.91746596276739,86,2.5,350,2,"Intermittent",1.59279334960331
"195","Masu3","Masu",23,-0.000569956932481237,4.78763823284239,87,2.5,350,2,"Intermittent",1.56603722779069
"196","Masu3","Masu",23,-0.000495054181717131,4.1584551264239,88,2.5,350,2,"Intermittent",1.42514364146014
"197","Masu3","Masu",23,-0.000706230897471529,5.93233953876084,89,2.5,350,2,"Intermittent",1.78041866113406
"198","Masu3","Masu",23,-0.000508273131425397,4.26949430397333,90,2.5,350,2,"Intermittent",1.45149539024432
"199","Masu3","Masu",23,-0.000477076965823835,4.00744651292021,91,2.5,350,2,"Intermittent",1.3881542586677
"200","Masu3","Masu",23,-0.00052110308419006,4.3772659071965,92,2.5,350,2,"Intermittent",1.47642430737937
"201","Masu3","Masu",23,-0.000554869408168921,4.66090302861893,93,2.5,350,2,"Intermittent",1.5392092123295
"202","Masu3","Masu",24,-0.000581765768268961,4.88683245345927,94,2.5,350,2,"Intermittent",1.58654433357083
"203","Masu5","Masu",22,-0.0017201028063351,9.50583129816768,1,3.8,350,3,"Intermittent",2.25190543115528
"204","Masu5","Masu",22,-0.00185264656849123,10.2383099837673,2,3.8,350,3,"Intermittent",2.32613656534293
"205","Masu5","Masu",22,-0.00198182133926091,10.9521705590735,3,3.8,350,3,"Intermittent",2.39353766119153
"206","Masu5","Masu",22,-0.00160987079744373,8.89665440692588,4,3.8,350,3,"Intermittent",2.1856752967323
"207","Masu5","Masu",22,-0.00176453181439289,9.7513600269081,5,3.8,350,3,"Intermittent",2.27740676522123
"208","Masu5","Masu",22,-0.0014391358710753,7.95311928752139,6,3.8,350,3,"Intermittent",2.07356421492216
"209","Masu5","Masu",22,-0.0019998958043901,11.0520557611032,7,3.8,350,3,"Intermittent",2.40261645238894
"210","Masu5","Masu",22,-0.00119012225618227,6.57699141574414,8,3.8,350,3,"Intermittent",1.88357740912513
"211","Masu5","Masu",22,-0.00153404417893859,8.47761256781854,9,3.8,350,3,"Intermittent",2.13742887335103
"212","Masu5","Masu",22,-0.00236359405390387,13.0619671399951,10,3.8,350,3,"Intermittent",2.56970473578254
"213","Masu5","Masu",22,-0.0011332522923034,6.26271003641354,11,3.8,350,3,"Intermittent",1.83461300459724
"214","Masu5","Masu",22,-0.00110923173103639,6.12996482941165,12,3.8,350,3,"Intermittent",1.81318901247842
"215","Masu5","Masu",22,-0.00114114337315923,6.30631864114309,13,3.8,350,3,"Intermittent",1.84155208968185
"216","Masu5","Masu",22,-0.00175334120589051,9.68951719044757,14,3.8,350,3,"Intermittent",2.27104459911413
"217","Masu5","Masu",22,-0.001143262017227,6.31802693730711,15,3.8,350,3,"Intermittent",1.84340696595218
"218","Masu5","Masu",22,-0.00115390386218393,6.3768371331217,16,3.8,350,3,"Intermittent",1.85267222727384
"219","Masu5","Masu",22,-0.00212204084467908,11.7270678258581,17,3.8,350,3,"Intermittent",2.46189965919701
"220","Masu5","Masu",22,-0.00121591414281745,6.71952552609645,18,3.8,350,3,"Intermittent",1.90501754580667
"221","Masu5","Masu",22,-0.00115666157265907,6.39207711206328,19,3.8,350,3,"Intermittent",1.85505927223089
"222","Masu5","Masu",22,-0.00158000833564878,8.73162501279591,20,3.8,350,3,"Intermittent",2.16695149374312
"223","Masu5","Masu",22,-0.00102033203667684,5.63867704479307,21,3.8,350,3,"Intermittent",1.72964947146889
"224","Masu5","Masu",22,-0.00153189080300083,8.46571233237302,22,3.8,350,3,"Intermittent",2.13602416235453
"225","Masu5","Masu",22,-0.000965066685190317,5.33326326026228,23,3.8,350,3,"Intermittent",1.67396329478454
"226","Masu5","Masu",22,-0.000944012225618226,5.21690966789019,24,3.8,350,3,"Intermittent",1.65190520893735
"227","Masu5","Masu",22,-0.00112800083356487,6.23368881706903,25,3.8,350,3,"Intermittent",1.82996826304263
"228","Masu5","Masu",22,-0.00109005973881633,6.02401434609027,26,3.8,350,3,"Intermittent",1.79575387198385
"229","Masu5","Masu",22,-0.00110979438732981,6.13307424577,27,3.8,350,3,"Intermittent",1.81369613251709
"230","Masu5","Masu",22,-0.00115494581828285,6.38259531156313,28,3.8,350,3,"Intermittent",1.85357480328689
"231","Masu5","Masu",21,-0.00105228535704362,5.81526118366212,29,3.8,350,3,"Intermittent",1.76048570046705
"232","Masu5","Masu",21,-0.0010267296471242,5.67403226042322,30,3.8,350,3,"Intermittent",1.73590002202845
"233","Masu5","Masu",21,-0.0010784662406224,5.95994501396588,31,3.8,350,3,"Intermittent",1.78506125519005
"234","Masu5","Masu",21,-0.000997033898305083,5.50992417484388,32,3.8,350,3,"Intermittent",1.70655086169879
"235","Masu5","Masu",21,-0.000982571547652125,5.43000065807753,33,3.8,350,3,"Intermittent",1.69193925513875
"236","Masu5","Masu",21,-0.00112178382884134,6.19933168570217,34,3.8,350,3,"Intermittent",1.82444149361232
"237","Masu5","Masu",21,-0.000817108919144198,4.51560192158636,35,3.8,350,3,"Intermittent",1.50753849394914
"238","Masu5","Masu",21,-0.000895811336482343,4.9505363331919,36,3.8,350,3,"Intermittent",1.59949592085092
"239","Masu5","Masu",21,-0.000789128924701316,4.36097563650728,37,3.8,350,3,"Intermittent",1.47269580216932
"240","Masu5","Masu",21,-0.000828105029174761,4.57636989807105,38,3.8,350,3,"Intermittent",1.52090608517925
"241","Masu5","Masu",21,-0.000882620172270066,4.87763779412405,39,3.8,350,3,"Intermittent",1.58466104408974
"242","Masu5","Masu",21,-0.00109814531814392,6.06869781079536,40,3.8,350,3,"Intermittent",1.80314405335755
"243","Masu5","Masu",21,-0.00142272853570436,7.86244717099778,41,3.8,350,3,"Intermittent",2.062097902894
"244","Masu5","Masu",20,-0.000745880800222278,4.12197284333364,42,3.8,350,3,"Intermittent",1.41633189422086
