"","FishID","Species","temp_bin","rate_ggd","rate_final","rep","mass","vol","trial","bath","lograte","lograte_ggd","day"
"45","Ito2","Ito",21,0.00522456058886412,3.62816707560008,36,11.8,350,1,1,1.2887275829015,-5.25438458249273,1
"46","Ito2","Ito",21,0.00513576643229522,3.56650446687168,37,11.8,350,1,1,1.27158597518763,-5.2715261902066,1
"47","Ito2","Ito",17,0.00352381782133452,2.44709570926008,51,11.8,350,1,1,0.894901896593105,-5.64821026880112,2
"48","Ito2","Ito",17,0.00380981760470182,2.64570666993182,54,11.8,350,1,1,0.972938201623088,-5.57017396377114,2
"49","Ito2","Ito",18,0.00394354288620659,2.73857144875457,55,11.8,350,1,1,1.00743641537219,-5.53567575002203,2
"50","Ito2","Ito",20,0.00495187636867115,3.43880303379941,63,11.8,350,1,1,1.23512345554395,-5.30798870985028,2
"51","Ito3","Ito",17,0.00328377465962774,2.28039906918593,1,5.6,350,1,1,0.824350457995031,-5.7187617073992,1
"52","Ito3","Ito",18,0.00350114754098355,2.43135245901635,3,5.6,350,1,1,0.888447670022655,-5.65466449537157,1
"53","Ito3","Ito",18,0.00348445540427896,2.41976069741595,5,5.6,350,1,1,0.883668649913803,-5.65944351548042,1
"54","Ito3","Ito",19,0.00383566546262854,2.66365657126982,10,5.6,350,1,1,0.979699829679423,-5.5634123357148,1
"55","Ito3","Ito",19,0.00375850652959149,2.61007397888298,11,5.6,350,1,1,0.959378565332516,-5.58373360006171,1
"56","Ito3","Ito",20,0.00409452486801891,2.84342004723536,12,5.6,350,1,1,1.04500756963962,-5.49810459575461,1
"57","Ito3","Ito",22,0.00508731314253959,3.53285634898583,20,5.6,350,1,1,1.26210670776714,-5.28100545762709,1
"58","Ito3","Ito",22,0.00513108780216726,3.56325541817171,23,5.6,350,1,1,1.27067457032203,-5.2724375950722,1
"59","Ito3","Ito",21,0.00454393720477909,3.15551194776326,33,5.6,350,1,1,1.14915074836465,-5.39396141702957,1
"60","Ito3","Ito",21,0.00428939149763817,2.97874409558206,35,5.6,350,1,1,1.0915017672491,-5.45161039814513,1
"61","Ito3","Ito",21,0.00420525562656292,2.92031640733536,36,5.6,350,1,1,1.07169196908631,-5.47142019630792,1
"62","Ito3","Ito",21,0.00444832314531811,3.0891132953598,37,5.6,350,1,1,1.12788409029843,-5.41522807509579,1
"63","Ito3","Ito",20,0.00431118505140312,2.99387850791883,38,5.6,350,1,1,1.09656970665668,-5.44654245873755,1
"64","Ito3","Ito",20,0.00389406918588494,2.7042147124201,40,5.6,350,1,1,0.994811560509074,-5.54830060488515,1
"65","Ito3","Ito",20,0.0042274242845234,2.9357113086968,41,5.6,350,1,1,1.0769497778172,-5.46616238757703,1
"66","Ito3","Ito",20,0.0043433314809669,3.01620241733813,44,5.6,350,1,1,1.10399856239566,-5.43911360299856,1
"67","Ito3","Ito",17,0.00303181717143646,2.10542859127532,52,5.6,350,1,1,0.74451905271596,-5.79859311267827,2
"68","Ito3","Ito",18,0.00344116838010558,2.38970026396221,55,5.6,350,1,1,0.871167945510491,-5.67194421988374,2
"69","Masu2","Masu",21,0.00374308974715192,2.59936787996661,44,5.6,350,2,1,0.955268292378461,-5.58784387301577,1
"70","Masu2","Masu",19,0.00331010697415947,2.29868539872185,45,5.6,350,2,1,0.832337393756012,-5.71077477163822,1
"71","Masu2","Masu",20,0.0037607571547652,2.61163691303139,48,5.6,350,2,1,0.959977194489678,-5.58313497090455,2
"72","Masu2","Masu",21,0.00402460544595723,2.79486489302586,50,5.6,350,2,1,1.02778376662864,-5.51532839876559,2
"73","Masu2","Masu",20,0.00296609891636565,2.05979091414281,55,5.6,350,2,1,0.722604479661295,-5.82050768573293,2
"74","Masu2","Masu",19,0.00342939010836345,2.38152090858573,56,5.6,350,2,1,0.867739320806938,-5.67537284458729,2
"75","Masu2","Masu",18,0.00274958877465964,1.9094366490692,66,5.6,350,2,1,0.646808250421472,-5.89630391497276,2
"76","Masu2","Masu",18,0.0030308794109475,2.10477736871354,68,5.6,350,2,1,0.744209698459582,-5.79890246693465,2
"77","Masu2","Masu",19,0.00320837871631009,2.22804077521534,69,5.6,350,2,1,0.801122623161189,-5.74198954223304,2
"78","Masu2","Masu",20,0.00353340650180605,2.45375451514309,72,5.6,350,2,1,0.897619306705911,-5.64549285868832,2
"79","Masu2","Masu",20,0.00388011530980824,2.69452452070017,73,5.6,350,2,1,0.991221758628415,-5.55189040676581,2
"80","Masu2","Masu",21,0.00395281050291747,2.74500729369269,76,5.6,350,2,1,1.00978373204091,-5.53332843335332,2
"81","Masu2","Masu",21,0.00421489580439013,2.92701097527092,77,5.6,350,2,1,1.07398175736822,-5.46913040802601,2
"82","Masu2","Masu",22,0.00491277716032229,3.41165080577936,80,5.6,350,2,1,1.22719628141998,-5.31591588397424,2
"83","Masu2","Masu",22,0.00472012364545704,3.2778636426785,81,5.6,350,2,1,1.18719188173785,-5.35592028365638,2
"84","Masu2","Masu",22,0.00470725757154766,3.26892886913032,82,5.6,350,2,1,1.18446236829161,-5.35864979710262,2
"85","Masu2","Masu",22,0.00494147263128643,3.43157821617113,83,5.6,350,2,1,1.23302027668718,-5.31009188870705,2
"86","Ito5","Ito",19,0.00725228073864358,5.03630606850249,2,14.8,1350,2,2,1.6166728904478,-4.92643927494643,1
"87","Ito5","Ito",18,0.00705684131477954,4.90058424637468,4,14.8,1350,2,2,1.58935443196279,-4.95375773343143,1
"88","Ito5","Ito",18,0.00703406742113049,4.88476904245173,5,14.8,1350,2,2,1.58612200545214,-4.95699015994209,1
"89","Ito5","Ito",19,0.00675437553975196,4.69053856927219,6,14.8,1350,2,2,1.54554740939884,-4.99756475599539,1
"90","Ito5","Ito",19,0.00653200160705302,4.53611222712015,7,14.8,1350,2,2,1.51207030754799,-5.03104185784624,1
"91","Ito5","Ito",20,0.00723443388929359,5.02391242312055,14,14.8,1350,2,2,1.61420899731025,-4.92890316808398,1
"92","Ito5","Ito",20,0.00555469499785982,3.8574270818471,15,14.8,1350,2,2,1.35000040212048,-5.19311176327375,1
"93","Ito5","Ito",20,0.00572111960529571,3.9729997258998,16,14.8,1350,2,2,1.37952140784172,-5.16359075755251,1
"94","Ito5","Ito",21,0.00578177699511127,4.01512291327172,17,14.8,1350,2,2,1.39006796044738,-5.15304420494685,1
"95","Ito5","Ito",21,0.0061919260605423,4.29994865315438,18,14.8,1350,2,2,1.45860308150133,-5.0845090838929,1
"96","Ito5","Ito",21,0.00634247463634801,4.40449627524167,19,14.8,1350,2,2,1.48262589989626,-5.06048626549796,1
"97","Ito5","Ito",21,0.00656074269879758,4.55607131860943,20,14.8,1350,2,2,1.51646069923973,-5.0266514661545,1
"98","Ito5","Ito",22,0.0067782443321342,4.70711411953764,21,14.8,1350,2,2,1.54907500676875,-4.99403715862547,1
"99","Ito5","Ito",22,0.00654634478045702,4.54607276420626,22,14.8,1350,2,2,1.51426373150689,-5.02884843388734,1
"100","Ito5","Ito",22,0.00682231400614287,4.73771805982144,24,14.8,1350,2,2,1.55555559780762,-4.98755656758661,1
"101","Ito5","Ito",23,0.00683714988397678,4.74802075276165,25,14.8,1350,2,2,1.55772784758068,-4.98538431781355,1
"102","Ito5","Ito",23,0.00746282976502484,5.18252067015614,27,14.8,1350,2,2,1.64529155377255,-4.89782061162168,1
"103","Ito5","Ito",23,0.00746025675300193,5.18073385625134,31,14.8,1350,2,2,1.64494671732798,-4.89816544806625,1
"104","Ito5","Ito",24,0.00791551564623803,5.49688586544308,39,14.8,1350,2,2,1.70418172560004,-4.83893043979419,1
"105","Ito5","Ito",24,0.00937227841066965,6.50852667407614,40,14.8,1350,2,2,1.87311311326063,-4.6699990521336,1
"106","Ito5","Ito",20,0.00722594842411179,5.01801973896652,48,14.8,1350,2,2,1.61303538156872,-4.93007678382551,2
"107","Ito5","Ito",22,0.0071520427596254,4.96669636085097,84,14.8,1350,2,2,1.60275490296026,-4.94035726243397,2
"108","Ito5","Ito",23,0.00741602284418339,5.15001586401624,87,14.8,1350,2,2,1.6389997950624,-4.90411237033182,2
"109","Ito5","Ito",23,0.00730040153796477,5.06972329025332,88,14.8,1350,2,2,1.62328623825436,-4.91982592713987,2
"110","Ito5","Ito",24,0.0084020886432417,5.83478378002896,94,14.8,1350,2,2,1.76383720935853,-4.7792749560357,2
"111","Ito7","Ito",19,0.00496006672835227,3.44449078357796,2,41.2,2880,2,2,1.23677608035526,-5.30633608503897,1
"112","Ito7","Ito",18,0.00516253384300379,3.58509294653041,3,41.2,2880,2,2,1.27678440022328,-5.26632776517094,1
"113","Ito7","Ito",19,0.00501515154425313,3.48274412795356,7,41.2,2880,2,2,1.24782052556547,-5.29529163982876,1
"114","Ito7","Ito",21,0.00490997436720553,3.40970442167051,10,41.2,2880,2,2,1.22662560767649,-5.31648655771774,1
"115","Ito7","Ito",20,0.0045136405851679,3.13447262858882,14,41.2,2880,2,2,1.14246093938839,-5.40065122600584,1
"116","Ito7","Ito",23,0.00561273579230476,3.89773318910053,31,41.2,2880,2,2,1.36039515058992,-5.1827170148043,1
"117","Ito7","Ito",23,0.00386793578583046,2.68606651793782,32,41.2,2880,2,2,0.988077862477138,-5.55503430291709,1
"118","Ito7","Ito",24,0.00554024031486635,3.84738910754608,36,41.2,2880,2,2,1.3473947643652,-5.19571740102903,1
"119","Ito7","Ito",24,0.00597202472099853,4.14723938958231,41,41.2,2880,2,2,1.42244290556448,-5.12066925982975,1
"120","Ito7","Ito",24,0.00570369076631316,3.96089636549525,42,41.2,2880,2,2,1.37647035457502,-5.16664181081921,1
"121","Ito7","Ito",19,0.00471866685729855,3.2768519842351,46,41.2,2880,2,2,1.18688320062672,-5.35622896476751,1
"122","Ito7","Ito",20,0.00505479750847724,3.51027604755364,47,41.2,2880,2,2,1.25569468041202,-5.28741748498221,1
"123","Ito7","Ito",20,0.00509054180638094,3.53509847665343,49,41.2,2880,2,2,1.26274115657111,-5.28037100882312,2
"124","Ito7","Ito",21,0.00571917157139119,3.97164692457721,52,41.2,2880,2,2,1.37918085113853,-5.1639313142557,2
"125","Ito7","Ito",22,0.00591328995918493,4.10645136054509,54,41.2,2880,2,2,1.41255923962415,-5.13055292577008,2
"126","Ito7","Ito",18,0.00525583820748479,3.64988764408666,66,41.2,2880,2,2,1.2946963846786,-5.24841578071563,2
"127","Ito7","Ito",21,0.0052664943714138,3.65728775792625,75,41.2,2880,2,2,1.29672182295326,-5.24639034244097,2
"128","Ito7","Ito",21,0.00572441574655315,3.97528871288413,76,41.2,2880,2,2,1.38009737764081,-5.16301478775341,2
"129","Ito7","Ito",22,0.00563652337083925,3.91425234086059,83,41.2,2880,2,2,1.36462433824485,-5.17848782714938,2
"130","Ito7","Ito",22,0.00548079234523073,3.80610579529912,86,41.2,2880,2,2,1.33660656546585,-5.20650559992838,2
"131","Ito7","Ito",23,0.00552467560298573,3.8365802798512,88,41.2,2880,2,2,1.34458141770043,-5.1985307476938,2
"132","Ito8","Ito",22,0.00615117181673273,4.27164709495329,7,3.8,350,3,1,1.45199948938634,-5.09111267600788,1
"133","Ito8","Ito",22,0.00603608195258914,4.1917235781869,8,3.8,350,3,1,1.43311200452657,-5.11000016086766,1
"134","Ito8","Ito",22,0.0060140258258873,4.17640682353284,9,3.8,350,3,1,1.42945126526374,-5.11366090013049,1
"135","Ito8","Ito",22,0.00632983197086898,4.39571664643679,11,3.8,350,3,1,1.48063057732944,-5.06248158806479,1
"136","Ito8","Ito",22,0.00609583802518241,4.23322085082112,12,3.8,350,3,1,1.44296313377125,-5.10014903162298,1
"137","Ito8","Ito",22,0.00635288311080565,4.41172438250392,26,3.8,350,3,1,1.48426562947255,-5.05884653592168,2
"138","Ito8","Ito",22,0.00638461297728903,4.43375901200627,27,3.8,350,3,1,1.48924775969597,-5.05386440569826,2
"139","Ito8","Ito",21,0.00700544595721028,4.86489302584047,30,3.8,350,3,1,1.58204472687422,-4.96106743852001,2
"140","Ito8","Ito",21,0.00726088796595544,5.04228330969127,31,3.8,350,3,1,1.61785901712987,-4.92525314826436,2
"141","Ito8","Ito",21,0.00576670975855856,4.00465955455455,32,3.8,350,3,1,1.3874585718022,-5.15565359359202,2
"142","Ito8","Ito",21,0.00728996446381302,5.06247532209238,33,3.8,350,3,1,1.62185555777236,-4.92125660762187,2
"143","Ito9","Ito",22,0.00761771148551357,5.29007742049554,10,19.8,1350,3,1,1.66583288101747,-4.87727928437676,1
"144","Ito9","Ito",22,0.00669773775543711,4.6512067746091,11,19.8,1350,3,1,1.53712670735072,-5.00598545804351,1
"145","Ito9","Ito",22,0.00811788224001611,5.63741822223341,13,19.8,1350,3,1,1.7294261986896,-4.81368596670463,1
"146","Ito9","Ito",22,0.00811043471671421,5.63224633105153,18,19.8,1350,3,1,1.728508355657,-4.81460380973722,1
"147","Ito9","Ito",22,0.00651875167344457,4.52691088433651,22,19.8,1350,3,1,1.5100397828915,-5.03307238250273,2
"148","Ito9","Ito",22,0.00766841193260749,5.32528606431076,24,19.8,1350,3,1,1.67246643114989,-4.87064573424433,2
"149","Ito9","Ito",22,0.00805965242870484,5.59698085326725,25,19.8,1350,3,1,1.72222731901133,-4.8208848463829,2
"150","Masu5","Masu",22,0.00882714935435277,6.12996482941165,12,3.8,350,3,1,1.81318901247842,-4.72992315291581,1
"151","Masu5","Masu",22,0.00811969494450202,5.63867704479307,21,3.8,350,3,1,1.72964947146889,-4.81346269392534,2
"152","Masu5","Masu",22,0.00767989909477768,5.33326326026228,23,3.8,350,3,1,1.67396329478454,-4.86914887060969,2
"153","Masu5","Masu",22,0.00751234992176188,5.21690966789019,24,3.8,350,3,1,1.65190520893735,-4.89120695645688,2
"154","Masu5","Masu",22,0.0089765118965794,6.23368881706903,25,3.8,350,3,1,1.82996826304263,-4.7131439023516,2
"155","Masu5","Masu",22,0.00867458065836999,6.02401434609027,26,3.8,350,3,1,1.79575387198385,-4.74735829341038,2
"156","Masu5","Masu",22,0.00883162691390881,6.13307424577,27,3.8,350,3,1,1.81369613251709,-4.72941603287714,2
"157","Masu5","Masu",21,0.00650246676708436,4.51560192158636,35,3.8,350,3,1,1.50753849394914,-5.03557367144509,2
"158","Masu5","Masu",21,0.00627980491657048,4.36097563650728,37,3.8,350,3,1,1.47269580216932,-5.0704163632249,2
"159","Masu5","Masu",21,0.00658997265322231,4.57636989807105,38,3.8,350,3,1,1.52090608517925,-5.02220608021498,2
"160","Masu5","Masu",21,0.00702379842353863,4.87763779412405,39,3.8,350,3,1,1.58466104408974,-4.95845112130449,2
"161","Masu6","Masu",22,0.00914736152199149,6.35233439027187,17,3.4,350,3,1,1.84882236586399,-4.69428979953024,1
"162","Masu6","Masu",22,0.00911010705588145,6.32646323325101,18,3.4,350,3,1,1.84474134908379,-4.69837081631044,1
"163","Masu6","Masu",22,0.00887434744945482,6.16274128434362,19,3.4,350,3,1,1.81852169224835,-4.72459047314588,2
"164","Masu6","Masu",22,0.0086364254776654,5.9975176928232,20,3.4,350,3,1,1.79134566576041,-4.75176649963382,2
"165","Masu6","Masu",22,0.00867781932889856,6.02626342284622,21,3.4,350,3,1,1.79612715413139,-4.74698501126283,2
"166","Masu6","Masu",22,0.00908718598303437,6.31054582155164,22,3.4,350,3,1,1.84222217385042,-4.70088999154381,2
"167","Masu6","Masu",22,0.00877592893450799,6.09439509340832,23,3.4,350,3,1,1.80736951164348,-4.73574265375075,2
"168","Masu6","Masu",21,0.00682059460961372,4.73652403445397,37,3.4,350,3,1,1.55530354062734,-4.98780862476689,2
"169","Masu6","Masu",21,0.0067424405472109,4.68225038000757,39,3.4,350,3,1,1.543778844787,-4.99933332060723,2
"170","Masu6","Masu",21,0.00654430609809906,4.54465701256879,40,3.4,350,3,1,1.51395226000049,-5.02915990539374,2
"171","Masu6","Masu",21,0.00635933118676754,4.41620221303301,41,3.4,350,3,1,1.48528009892121,-5.05783206647301,2
"172","Masu9","Masu",22,0.0112030636862729,7.77990533768953,12,2.9,350,3,2,2.05154417072419,-4.49156799467004,1
"173","Masu9","Masu",22,0.0108584231251975,7.54057161472051,21,2.9,350,3,2,2.02029799011725,-4.52281417527698,2
"174","Masu9","Masu",22,0.0104674248593958,7.26904504124706,24,2.9,350,3,2,1.9836249268304,-4.55948723856383,2
"175","Masu9","Masu",22,0.0107484684442996,7.46421419743027,25,2.9,350,3,2,2.01012016053819,-4.53299200485603,2
"176","Masu9","Masu",22,0.0104408416130917,7.25058445353588,26,2.9,350,3,2,1.98108207989824,-4.56203008549599,2
"177","Masu9","Masu",22,0.0109439675772005,7.59997748416701,27,2.9,350,3,2,2.02814528467829,-4.51496688071593,2
"178","Masu9","Masu",22,0.01067654156806,7.41426497781947,28,2.9,350,3,2,2.00340584428673,-4.5397063211075,2
"179","Masu9","Masu",21,0.00917121997489708,6.3689027603452,31,2.9,350,3,2,1.85142720362394,-4.69168496177029,2
"180","Masu9","Masu",21,0.00931941976219437,6.47181927930165,37,2.9,350,3,2,1.86745725589624,-4.67565490949798,2
"181","Masu9","Masu",21,0.00874690210882337,6.07423757557178,38,2.9,350,3,2,1.80405647938709,-4.73905568600714,2
"182","Masu9","Masu",21,0.0093271701909532,6.47720152149528,41,2.9,350,3,2,1.86828855311731,-4.67482361227692,2
"183","Masu7","Masu",22,0.00404452854771971,2.80870038036091,8,29.6,1350,3,2,1.03272187826822,-5.51039028712601,1
"184","Masu7","Masu",22,0.00492745488611695,3.42184367091455,13,29.6,1350,3,2,1.2301794908831,-5.31293267451113,1
"185","Masu7","Masu",22,0.00496435297342354,3.44746734265523,15,29.6,1350,3,2,1.2376398578791,-5.30547230751513,1
"186","Masu7","Masu",22,0.0046552630610605,3.2328215701809,22,29.6,1350,3,2,1.17335530705042,-5.36975685834381,2
"187","Masu7","Masu",22,0.00465794556295667,3.23468441871991,23,29.6,1350,3,2,1.17393137102121,-5.36918079437302,2
"188","Masu7","Masu",22,0.00498069433701557,3.45881551181636,26,29.6,1350,3,2,1.2409261928334,-5.30218597256082,2
"189","Masu7","Masu",22,0.00486477193364524,3.37831384280919,27,29.6,1350,3,2,1.21737672194714,-5.32573544344709,2
"190","Masu7","Masu",21,0.00504269297777912,3.50187012345772,29,29.6,1350,3,2,1.25329714678466,-5.28981501860957,2
"191","Masu7","Masu",21,0.00512519359732056,3.5591622203615,32,29.6,1350,3,2,1.26952518581004,-5.27358697958419,2
"192","Masu7","Masu",21,0.00512516622485224,3.55914321170295,35,29.6,1350,3,2,1.2695198450281,-5.27359232036613,2
"193","Masu7","Masu",21,0.00493421588579407,3.42653880957922,40,29.6,1350,3,2,1.23155065828318,-5.31156150711105,2
"194","Ito10","Ito",22,0.00450596765768265,3.12914420672406,3,22.5,1350,3,2,1.1407595507849,-5.40235261460933,1
"195","Ito10","Ito",22,0.00496153020283408,3.44550708530144,5,22.5,1350,3,2,1.23707108820583,-5.3060410771884,1
"196","Ito10","Ito",22,0.00558299083078632,3.87707696582384,7,22.5,1350,3,2,1.35508151039369,-5.18803065500054,1
"197","Ito10","Ito",22,0.00588522278410663,4.08696026674072,8,22.5,1350,3,2,1.40780148267061,-5.13531068272362,1
"198","Ito10","Ito",22,0.00570783751041952,3.96377604890244,10,22.5,1350,3,2,1.37719711863121,-5.16591504676301,1
"199","Ito10","Ito",22,0.00584795243123085,4.06107807724364,14,22.5,1350,3,2,1.40144847463203,-5.14166369076219,1
"200","Ito10","Ito",22,0.00534165179216448,3.70948041122534,18,22.5,1350,3,2,1.31089181592864,-5.23222034946558,1
"201","Ito10","Ito",21,0.00488320844679076,3.39111697693803,34,22.5,1350,3,2,1.22115935884401,-5.32195280655021,2
"202","Ito10","Ito",21,0.00502757254792993,3.49136982495134,37,22.5,1350,3,2,1.25029415919242,-5.2928180062018,2
"203","Ito10","Ito",21,0.00523589041400388,3.63603500972492,38,22.5,1350,3,2,1.29089380490609,-5.25221836048813,2
